,Column1,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
332,340,2013 International Symposium on Rapid System Prototyping (RSP),,-,conferencia,rsp,ieee international symposium on rapid system prototyping,ieee international symposium on rapid system prototyping,ieee international symposium on rapid system prototyping,ieee international symposium on rapid system prototyping,88.0,93.0,90.0,95.0,B2,B2,B2,B2,all,ieee international symposium on rapid system prototyping,B2
333,367,10th IEEE/IAS International Conference on Industry Applications,20120.0,-,conferencia,ias,international conference on industry applications,international conference on industry applications,international conference on industry applications,international conference on industry applications,88.0,100.0,88.0,100.0,B3,B3,B3,B3,all,international conference on industry applications,B3
334,475,6th Brazilian Symposium on Bioinformatics (BSB),20110.0,-,conferencia,bsb,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,88.0,100.0,90.0,100.0,B1,B1,B1,B1,all,brazilian symposium on bioinformatics,B1
335,585,2019 IEEE 31st International Conference on Tools with Artificial Intelligence (ICTAI),20190.0,-,conferencia,ictai,ieee international conference on tools with artificial intelligence,ieee international conference on tools with artificial intelligence,ieee international conference on tools with artificial intelligence,conference on artificial intelligence,88.0,94.0,89.0,100.0,A3,A3,A3,A1,ratio partial sort,ieee international conference on tools with artificial intelligence,A3
336,763,XXXII Simpósio Brasileiro de Informática na Educação (SBIE),20210.0,-,conferencia,sbie,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,88.0,100.0,89.0,100.0,A3,A3,A3,A3,all,simposio brasileiro de informatica na educacao,A3
337,768,IV Congresso Brasileiro de Informática na Educação,,-,conferencia,iv,simposio brasileiro de informatica na educacao,workshops do congresso brasileiro de informatica na educacao,workshops do congresso brasileiro de informatica na educacao,workshops do congresso brasileiro de informatica na educacao,88.0,96.0,85.0,97.0,A3,B2,B2,B2,partial sort set,workshops do congresso brasileiro de informatica na educacao,B2
338,803,6th International Conference on the Quality of Information and Communications Technology (QUATIC 2007),,-,conferencia,quatic,international conference on quality of information and communications technology,international conference on quality of information and communications technology,international conference on quality of information and communications technology,international conference on information quality,88.0,95.0,89.0,100.0,B3,B3,B3,B2,ratio partial sort,international conference on quality of information and communications technology,B3
339,899,International Conference on Software Engineering Advances -- ICSEA,20150.0,-,conferencia,-,iaria international conference on software engineering advances,international conference on software engineering,iaria international conference on software engineering advances,international conference on software engineering,88.0,100.0,95.0,100.0,B4,A1,B4,A1,ratio sort,iaria international conference on software engineering advances,B4
340,926,"2013 IEEE International Conference on Systems, Man and Cybernetics (SMC 2013)",,-,conferencia,smc,"ieee international conference on systems, man and cybernetics","ieee international conference on systems, man and cybernetics","ieee international conference on systems, man and cybernetics","ieee international conference on systems, man and cybernetics",88.0,100.0,90.0,100.0,A3,A3,A3,A3,all,"ieee international conference on systems, man and cybernetics",A3
341,963,Simpósio Brasileiro de Informática na Educação (SBIE 2012),20120.0,-,conferencia,sbie,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,88.0,100.0,90.0,100.0,A3,A3,A3,A3,all,simposio brasileiro de informatica na educacao,A3
342,1014,28th Symposium on Integrated Circuits and System Design (SBCCI),20150.0,-,conferencia,sbcci,symposium on integrated circuits and systems design,symposium on integrated circuits and systems design,symposium on integrated circuits and systems design,symposium on integrated circuits and systems design,88.0,98.0,89.0,91.0,A4,A4,A4,A4,all,symposium on integrated circuits and systems design,A4
343,49,The Fifth IEEE International Conference on Peer-to-Peer Computing,20050.0,-,conferencia,-,international conference on peer-to-peer computing,international conference on peer-to-peer computing,international conference on peer-to-peer computing,international conference on peer-to-peer computing,87.0,100.0,87.0,100.0,B2,B2,B2,B2,all,international conference on peer-to-peer computing,B2
344,129,ACM Symposium on Parallel Algorithms and Architectures - SPAA'02,20020.0,-,conferencia,spaa,acm symposium on parallelism in algorithms and architectures,acm symposium on parallelism in algorithms and architectures,acm symposium on parallelism in algorithms and architectures,acm symposium on parallelism in algorithms and architectures,87.0,90.0,90.0,92.0,A3,A3,A3,A3,all,acm symposium on parallelism in algorithms and architectures,A3
345,150,26th Workshop on Graph Theoretic Concepts in Computer Science,20000.0,-,conferencia,-,international workshop on graph-theoretic concepts in computer science,international workshop on graph-theoretic concepts in computer science,international workshop on graph-theoretic concepts in computer science,international workshop on graph-theoretic concepts in computer science,87.0,92.0,85.0,96.0,A3,A3,A3,A3,all,international workshop on graph-theoretic concepts in computer science,A3
346,220,IGARSS 2019 2019 IEEE International Geoscience and Remote Sensing Symposium,20190.0,-,conferencia,igarss,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,87.0,100.0,87.0,100.0,A3,A3,A3,A3,all,ieee international geoscience and remote sensing symposium,A3
347,332,XLIII Simpósio Brasileiro de Pesquisa Operacional (SBPO),20110.0,-,conferencia,sbpo,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,87.0,100.0,89.0,100.0,B3,B3,B3,B3,all,simposio brasileiro de pesquisa operacional,B3
348,372,XV Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2014),20140.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,87.0,100.0,89.0,100.0,B1,B1,B1,B1,all,simposio em sistemas computacionais de alto desempenho,B1
349,392,2013 4th International Workshop on Emerging Trends in Software Metrics (WETSoM),,-,conferencia,wetsom,international workshop on emerging trends in software metrics,international workshop on emerging trends in software metrics,international workshop on emerging trends in software metrics,international workshop on emerging trends in software metrics,87.0,100.0,88.0,100.0,B2,B2,B2,B2,all,international workshop on emerging trends in software metrics,B2
